filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
.441869654860366,-7.072758619713577,1.6456241491812735,-14.51429396944654,-3.223510275023346,-10.448978401049542,-3.492871338282103,-9.743480345333255,-3.9136851205750394,-7.650743508469353,-3.545475662375465
